City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
382,Kikwit,CD,2021-11-09 12:09:23,-5.041,18.8162,92.77,44,60,1.1
383,Namie,JP,2021-11-09 12:09:24,37.4833,141.0,59.77,95,100,4.38
384,Mahibadhoo,MV,2021-11-09 12:09:24,3.7833,72.9667,82.09,81,67,16.31
385,Machali,CL,2021-11-09 12:09:25,-34.1833,-70.6667,63.68,59,0,1.14
386,Torbay,CA,2021-11-09 12:09:25,47.6666,-52.7314,42.28,96,100,1.99
387,Horsham,GB,2021-11-09 12:09:25,51.064,-0.3272,60.49,84,75,6.91
388,Boca Do Acre,BR,2021-11-09 12:09:26,-8.7522,-67.3978,77.32,88,100,0.51
389,Havelock,US,2021-11-09 12:09:27,34.8791,-76.9013,51.93,87,0,4.92
390,Aswan,EG,2021-11-09 12:09:28,24.0934,32.907,93.79,10,0,7.38
391,Linxia,CN,2021-11-09 12:09:28,35.6003,103.2064,29.79,59,0,3.06
392,Asopos,GR,2021-11-09 12:09:28,36.7333,22.8667,65.66,69,100,2.37
393,Tromso,NO,2021-11-09 12:09:29,69.6496,18.957,32.02,59,40,4.0
394,Trinidad,BO,2021-11-09 12:09:29,-14.8333,-64.9,78.55,66,100,3.24
395,Vardo,NO,2021-11-09 12:09:30,70.3705,31.1107,23.2,86,0,16.11
396,Panorama,GR,2021-11-09 12:09:30,40.5878,23.0315,65.08,69,75,1.01
397,Menongue,AO,2021-11-09 12:09:30,-14.6585,17.691,90.21,25,56,5.61
398,Castres,FR,2021-11-09 12:09:31,43.5833,2.1667,52.68,85,90,4.61
399,Voh,NC,2021-11-09 12:09:31,-20.9667,164.7,73.06,83,85,2.26
400,Rio Cuarto,AR,2021-11-09 12:09:31,-33.1307,-64.3499,60.73,88,96,7.87
401,Linqiong,CN,2021-11-09 12:09:32,30.4159,103.4609,52.5,59,17,1.9
402,Kondinskoye,RU,2021-11-09 12:09:32,59.6481,67.41,33.1,98,100,14.41
403,Coquimbo,CL,2021-11-09 12:09:32,-29.9533,-71.3436,55.13,100,90,10.36
404,Okhotsk,RU,2021-11-09 12:09:33,59.3833,143.3,3.18,79,26,8.52
405,Peniche,PT,2021-11-09 12:09:33,39.3558,-9.3811,70.74,80,8,9.26
406,Acapulco,MX,2021-11-09 12:09:33,16.8634,-99.8901,75.79,86,32,5.82
407,Nadvoitsy,RU,2021-11-09 12:09:34,63.8667,34.3167,25.2,82,11,5.5
408,Nanortalik,GL,2021-11-09 12:09:34,60.1432,-45.2371,20.89,80,18,13.73
409,Lamu,KE,2021-11-09 12:09:35,-2.2717,40.902,88.02,65,98,11.74
410,Ancud,CL,2021-11-09 12:09:35,-41.8697,-73.8203,60.33,77,0,1.41
411,Jalu,LY,2021-11-09 12:09:35,29.0331,21.5482,83.07,22,77,9.62
412,Yulara,AU,2021-11-09 12:09:36,-25.2406,130.9889,69.64,88,75,9.22
413,Visconde Do Rio Branco,BR,2021-11-09 12:06:37,-21.0103,-42.8406,73.81,48,100,2.8
414,Halifax,CA,2021-11-09 12:05:46,44.6453,-63.5724,42.22,93,0,3.31
415,Usinsk,RU,2021-11-09 12:09:37,65.9939,57.5281,12.27,96,30,6.96
416,Lago Da Pedra,BR,2021-11-09 12:09:37,-4.3333,-45.1667,75.7,89,100,3.33
417,Tanabe,JP,2021-11-09 12:10:37,33.7333,135.3667,57.22,74,57,15.68
418,Opochka,RU,2021-11-09 12:10:38,56.7105,28.6617,35.37,55,4,4.65
419,Shenjiamen,CN,2021-11-09 12:10:38,29.9576,122.298,54.18,55,56,19.84
420,Segezha,RU,2021-11-09 12:10:38,63.7415,34.3222,25.83,80,11,6.53
421,Bemidji,US,2021-11-09 12:10:39,47.4736,-94.8803,37.56,64,1,8.05
422,Sept-Iles,CA,2021-11-09 12:10:39,50.2001,-66.3821,45.12,95,90,1.01
423,Praya,CV,2021-11-09 12:10:40,14.9215,-23.5087,81.14,65,75,17.27
424,Perth,AU,2021-11-09 12:07:19,-31.9333,115.8333,65.66,52,0,8.05
425,Wanning,CN,2021-11-09 12:10:40,18.8003,110.3967,70.36,81,79,13.2
426,Kaeo,NZ,2021-11-09 12:10:41,-35.1,173.7833,57.33,93,58,3.04
427,Flin Flon,CA,2021-11-09 12:10:41,54.7682,-101.865,27.18,71,3,9.24
428,Pinega,RU,2021-11-09 12:10:41,64.7001,43.3936,26.2,85,16,7.05
429,Cangucu,BR,2021-11-09 12:10:42,-31.395,-52.6756,65.44,61,0,3.6
430,Chaman,PK,2021-11-09 12:10:42,30.9236,66.4512,66.06,21,0,9.71
431,Inverell,AU,2021-11-09 12:10:42,-29.7833,151.1167,67.15,81,29,1.01
432,Hondo,JP,2021-11-09 12:10:43,32.45,130.2,52.95,63,89,17.92
433,Obihiro,JP,2021-11-09 12:10:43,42.9172,143.2044,54.81,99,100,6.62
434,Mangan,IN,2021-11-09 12:10:44,27.5167,88.5333,62.02,86,19,2.73
435,Abu Kamal,SY,2021-11-09 12:10:44,34.4506,40.9171,76.12,9,0,2.95
436,Mufumbwe,ZM,2021-11-09 12:10:44,-13.6833,24.8,97.27,17,47,3.42
437,Warrington,GB,2021-11-09 12:10:45,53.3925,-2.5802,62.49,81,75,3.0
438,Correntina,BR,2021-11-09 12:10:45,-13.3433,-44.6367,78.26,75,91,3.36
439,Samarai,PG,2021-11-09 12:10:46,-10.6167,150.6667,83.05,77,63,12.33
440,Goderich,CA,2021-11-09 12:10:46,43.7501,-81.7165,50.92,79,93,9.01
441,Changzhou,CN,2021-11-09 12:06:30,31.7833,119.9667,50.99,44,86,12.01
442,Presidencia Roque Saenz Pena,AR,2021-11-09 12:10:47,-26.7852,-60.4388,77.56,51,16,8.1
443,Kasongo-Lunda,CD,2021-11-09 12:10:47,-6.4667,16.8167,90.14,51,99,3.65
444,Kitgum,UG,2021-11-09 12:10:48,3.2783,32.8867,81.82,48,79,6.62
445,Vila Velha,BR,2021-11-09 12:10:48,-20.3297,-40.2925,75.15,98,75,3.44
446,Lompoc,US,2021-11-09 12:10:48,34.6391,-120.4579,56.93,88,90,3.44
447,Kieta,PG,2021-11-09 12:10:49,-6.2167,155.6333,79.5,83,8,5.35
448,Huntsville,US,2021-11-09 12:08:15,34.7304,-86.5861,53.2,88,1,8.01
449,Tongzi,CN,2021-11-09 12:10:49,28.7829,105.0877,52.09,66,24,1.63
450,Carutapera,BR,2021-11-09 12:10:49,-1.195,-46.02,83.3,73,91,9.31
451,Karasjok,NO,2021-11-09 12:10:50,69.4719,25.5112,21.31,83,100,12.48
452,Port Augusta,AU,2021-11-09 12:10:50,-32.5,137.7667,59.14,62,100,14.14
453,Daru,PG,2021-11-09 12:10:51,-9.0763,143.2092,80.92,81,17,10.27
454,San Jose,US,2021-11-09 12:09:28,37.3394,-121.895,57.34,88,90,1.99
455,Pula,HR,2021-11-09 12:10:51,44.8683,13.8481,60.69,51,75,19.57
456,Moerai,PF,2021-11-09 12:10:52,-22.4333,-151.3333,73.63,75,21,21.23
457,San Matias,BO,2021-11-09 12:10:52,-16.3667,-58.4,76.3,88,91,1.16
458,Ghanzi,BW,2021-11-09 12:10:52,-21.5667,21.7833,87.94,14,63,6.85
459,Faya,SA,2021-11-09 12:10:53,18.3851,42.4509,70.32,30,9,6.67
460,Soverato,IT,2021-11-09 12:10:53,38.685,16.5499,69.75,86,100,5.44
461,Saryg-Sep,RU,2021-11-09 12:10:53,51.5,95.6,13.26,92,79,2.17
462,Zhezkazgan,KZ,2021-11-09 12:10:54,47.8043,67.7144,39.74,39,13,7.7
463,Kismayo,SO,2021-11-09 12:10:54,-0.3582,42.5454,83.75,65,86,13.29
464,Lebedinyy,RU,2021-11-09 12:10:55,58.5167,125.5167,21.2,92,99,8.77
465,Lorengau,PG,2021-11-09 12:10:55,-2.0226,147.2712,82.99,75,3,9.69
466,Artyom,AZ,2021-11-09 12:11:55,40.4723,50.333,60.94,73,25,23.91
467,Ilulissat,GL,2021-11-09 12:10:53,69.2167,-51.1,8.62,61,20,13.8
468,Nuuk,GL,2021-11-09 12:11:56,64.1835,-51.7216,20.01,73,20,12.66
469,Morondava,MG,2021-11-09 12:11:57,-20.2833,44.2833,85.8,65,75,12.17
470,Tairua,NZ,2021-11-09 12:11:57,-37.0167,175.85,63.09,87,3,4.52
471,Cairns,AU,2021-11-09 12:11:57,-16.9167,145.7667,82.35,85,75,2.3
472,Astrea,CO,2021-11-09 12:11:58,9.4983,-73.9759,74.17,96,87,1.5
473,Jepelacio,PE,2021-11-09 12:11:59,-6.1167,-76.95,66.4,93,75,1.25
474,Kamaishi,JP,2021-11-09 12:11:59,39.2667,141.8833,63.0,98,100,6.87
475,Huilong,CN,2021-11-09 12:11:59,31.8111,121.655,53.04,52,66,12.53
476,Juba,SS,2021-11-09 12:12:00,4.8517,31.5825,91.85,41,88,4.59
477,Vila,PT,2021-11-09 12:12:00,42.0304,-8.1588,58.33,63,38,3.83
478,Jinzhou,CN,2021-11-09 12:12:01,41.1078,121.1417,25.34,89,94,4.05
479,Namibe,AO,2021-11-09 12:12:01,-15.1961,12.1522,76.53,65,29,10.54
480,Chiredzi,ZW,2021-11-09 12:12:02,-21.05,31.6667,109.38,11,3,10.94
481,Aykhal,RU,2021-11-09 12:12:02,66.0,111.5,10.87,98,82,6.04
482,Kargasok,RU,2021-11-09 12:08:32,59.0556,80.8572,32.76,88,100,12.77
483,Surt,LY,2021-11-09 12:12:03,31.2089,16.5887,81.18,33,100,11.52
484,Cerqueira Cesar,BR,2021-11-09 12:12:03,-23.0356,-49.1661,73.29,60,47,8.43
485,Ullapool,GB,2021-11-09 12:12:04,57.8987,-5.1604,53.76,85,61,20.54
486,Wenatchee,US,2021-11-09 12:07:39,47.4235,-120.3103,42.28,92,90,1.99
487,Kichmengskiy Gorodok,RU,2021-11-09 12:12:04,59.9816,45.7854,26.24,74,85,11.3
488,Cruzeiro Do Sul,BR,2021-11-09 12:12:05,-29.5128,-51.9853,69.53,76,1,3.83
489,Karratha,AU,2021-11-09 12:12:05,-20.7377,116.8463,74.8,57,0,22.24
490,Sabha,LY,2021-11-09 12:12:06,27.0377,14.4283,80.65,17,100,9.95
491,Zhob,PK,2021-11-09 12:12:06,31.3411,69.4481,70.02,14,1,7.2
492,Ouahigouya,BF,2021-11-09 12:12:07,13.5828,-2.4216,96.53,13,11,6.55
493,Rognan,NO,2021-11-09 12:12:07,67.0953,15.3878,32.76,75,100,9.53
494,Hualmay,PE,2021-11-09 12:12:08,-11.0964,-77.6139,63.25,88,86,6.71
495,Mountain Home,US,2021-11-09 12:12:09,43.133,-115.6912,44.11,65,75,29.93
496,Gat,IL,2021-11-09 12:09:01,31.61,34.7642,86.92,18,2,10.07
497,Berlevag,NO,2021-11-09 12:12:09,70.8578,29.0864,22.95,68,0,16.11
498,Mabaruma,GY,2021-11-09 12:12:10,8.2,-59.7833,80.26,74,45,2.55
499,Hun,LY,2021-11-09 12:09:21,29.1268,15.9477,82.49,15,100,7.87
500,Leh,IN,2021-11-09 12:12:11,34.1667,77.5833,23.54,54,1,3.44
501,Sai Buri,TH,2021-11-09 12:12:11,6.7013,101.6168,79.57,84,72,6.38
502,Fort Dix,US,2021-11-09 12:12:12,40.0298,-74.6185,52.77,87,1,0.0
503,Lata,PT,2021-11-09 12:12:12,40.1629,-8.3327,71.49,48,22,5.68
504,La Sarre,CA,2021-11-09 12:12:13,48.8002,-79.1996,35.67,86,23,5.99
505,Novopokrovka,UA,2021-11-09 12:12:13,49.8425,36.5477,39.58,48,98,14.45
506,Port Lincoln,AU,2021-11-09 12:12:13,-34.7333,135.8667,56.14,70,70,16.33
507,Ambatondrazaka,MG,2021-11-09 12:12:14,-17.8333,48.4167,91.11,30,21,9.35
508,Hue,VN,2021-11-09 12:08:07,16.4667,107.6,67.06,96,100,6.89
509,Ixtapa,MX,2021-11-09 12:12:14,20.7,-105.2,74.23,86,42,3.62
510,Tigil,RU,2021-11-09 12:12:15,57.8,158.6667,23.86,94,98,10.16
511,Sao Jose Da Coroa Grande,BR,2021-11-09 12:12:15,-8.8978,-35.1478,82.47,68,43,13.78
512,Porto Torres,IT,2021-11-09 12:12:16,40.835,8.3972,69.98,57,38,17.31
513,Pemba,MZ,2021-11-09 12:12:16,-12.974,40.5178,83.77,73,5,17.11
514,Tezu,IN,2021-11-09 12:12:16,27.9167,96.1667,67.37,52,0,4.56
515,Lahaina,US,2021-11-09 12:13:17,20.8783,-156.6825,75.81,85,98,3.47
516,Krasnyye Baki,RU,2021-11-09 12:13:17,57.131,45.1599,32.47,84,100,13.85
517,Digras,IN,2021-11-09 12:13:18,20.1167,77.7167,73.63,46,88,5.61
518,Buin,CL,2021-11-09 12:13:18,-33.7333,-70.75,69.73,49,0,4.27
519,Hudson Bay,CA,2021-11-09 12:13:19,52.85,-102.3842,26.67,80,11,5.44
520,Jinka,ET,2021-11-09 12:13:19,5.65,36.65,75.81,56,95,0.49
521,Pasighat,IN,2021-11-09 12:08:22,28.0667,95.3333,67.69,62,0,3.65
522,Kovur,IN,2021-11-09 12:13:20,14.4833,79.9833,77.11,74,100,6.98
523,Bondo,CD,2021-11-09 12:13:20,3.8146,23.6866,93.83,36,45,3.2
524,Kavieng,PG,2021-11-09 12:13:21,-2.5744,150.7967,83.53,77,9,20.22
525,Ulladulla,AU,2021-11-09 12:13:21,-35.35,150.4667,65.3,94,24,3.09
526,Vanimo,PG,2021-11-09 12:13:22,-2.6741,141.3028,80.19,87,43,7.47
527,Iki-Burul,RU,2021-11-09 12:13:22,45.8208,44.6472,55.74,50,100,8.59
528,Bilma,NE,2021-11-09 12:13:23,18.6853,12.9164,92.32,9,52,7.9
529,Visby,SE,2021-11-09 12:13:23,57.6409,18.296,45.86,81,75,14.97
530,Wenling,CN,2021-11-09 12:13:24,28.3669,121.36,51.22,61,32,3.56
531,Port Moresby,PG,2021-11-09 12:12:00,-9.4431,147.1797,78.28,83,3,5.68
532,Ivanovka,KG,2021-11-09 12:13:24,42.8878,75.085,45.03,80,90,0.58
533,Gorontalo,ID,2021-11-09 12:13:25,0.5412,123.0595,76.82,94,100,2.82
534,Miri,MY,2021-11-09 12:13:25,4.4148,114.0089,79.43,87,100,3.76
535,Sri Aman,MY,2021-11-09 12:13:25,1.2376,111.4621,75.97,98,99,2.21
536,Saint-Ambroise,CA,2021-11-09 12:13:26,48.5501,-71.3324,48.88,77,100,11.45
537,Boffa,GN,2021-11-09 12:13:26,10.1667,-14.0333,86.5,61,54,3.24
538,Mandla,IN,2021-11-09 12:13:26,22.6,80.3833,69.73,45,3,5.97
539,Marsa Matruh,EG,2021-11-09 12:13:27,31.3525,27.2453,75.7,62,66,8.32
540,Winnemucca,US,2021-11-09 12:13:27,40.973,-117.7357,48.25,61,90,5.75
541,Ponta Do Sol,PT,2021-11-09 12:13:28,32.6667,-17.1,76.71,63,10,1.97
542,Palm Harbor,US,2021-11-09 12:13:28,28.0781,-82.7637,60.62,65,1,4.61
543,Alta Floresta,BR,2021-11-09 12:13:23,-9.8756,-56.0861,71.58,96,100,2.82
544,Katobu,ID,2021-11-09 12:13:29,-4.9408,122.5276,77.63,91,100,1.97
545,Yar-Sale,RU,2021-11-09 12:13:29,66.8333,70.8333,3.88,95,9,0.85
546,Mehamn,NO,2021-11-09 12:13:29,71.0357,27.8492,28.58,77,100,12.12
547,Southbridge,US,2021-11-09 12:13:30,42.0751,-72.0334,49.6,84,0,4.68
548,Marawi,PH,2021-11-09 12:13:30,7.9986,124.2928,68.65,97,100,2.17
549,Ulaanbaatar,MN,2021-11-09 12:12:38,47.9077,106.8832,14.13,73,0,2.24
550,Tiznit,MA,2021-11-09 12:13:31,29.5833,-9.5,68.22,14,0,4.36
551,Waitati,NZ,2021-11-09 12:13:32,-45.75,170.5667,57.79,90,100,1.95
552,Mareeba,AU,2021-11-09 12:13:32,-17.0,145.4333,77.72,91,87,3.53
553,Hammerfest,NO,2021-11-09 12:13:32,70.6634,23.6821,31.73,74,20,20.71
554,Chandbali,IN,2021-11-09 12:13:33,20.7833,86.7667,73.33,64,10,5.97
555,Las Margaritas,MX,2021-11-09 12:13:34,16.3167,-91.9833,47.32,97,21,4.92
556,Hirado,JP,2021-11-09 12:13:34,33.3597,129.5531,52.36,64,96,26.82
557,Bereznik,RU,2021-11-09 12:13:35,62.8551,42.7072,26.37,82,16,6.64
558,Damara,CF,2021-11-09 12:13:35,4.9608,18.7035,88.81,49,98,4.7
559,Mandalgovi,MN,2021-11-09 12:13:35,45.7625,106.2708,27.0,47,6,12.46
560,Worland,US,2021-11-09 12:13:36,44.0169,-107.9554,34.56,93,1,4.61
561,Nagato,JP,2021-11-09 12:13:36,34.3833,131.2,51.21,68,95,19.77
562,Isangel,VU,2021-11-09 12:14:37,-19.55,169.2667,76.87,85,80,6.67
563,Virginia Beach,US,2021-11-09 12:10:53,36.8529,-75.978,51.03,81,1,4.61
564,Egvekinot,RU,2021-11-09 12:14:37,66.3167,-179.1667,6.08,96,87,5.35
565,Aguie,NE,2021-11-09 12:14:38,13.506,7.7786,95.97,12,2,5.53
566,Poddorye,RU,2021-11-09 12:14:38,57.4695,31.1156,33.93,67,6,6.6
567,Henties Bay,NA,2021-11-09 12:14:38,-22.116,14.2845,64.85,65,7,9.93
568,Souillac,MU,2021-11-09 12:14:39,-20.5167,57.5167,80.37,69,43,10.87
569,Vila Do Maio,CV,2021-11-09 12:14:40,15.1333,-23.2167,81.39,73,100,13.2
570,Luau,AO,2021-11-09 12:14:40,-10.7073,22.2247,89.73,29,48,4.18
571,Verkhnyaya Inta,RU,2021-11-09 12:14:41,65.9811,60.3094,5.27,91,12,5.06
572,Teya,RU,2021-11-09 12:14:42,60.3778,92.6267,29.34,91,99,9.44
573,Ohara,JP,2021-11-09 12:14:42,35.25,140.3833,65.01,89,55,15.73
574,The Valley,AI,2021-11-09 12:14:42,18.217,-63.0578,83.1,71,92,13.42
